;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Receita total prevista do Fundeb 2026 - Portaria Interministerial nº 14, de 29 de Dezembro de 2025;;;;;;;;;;;;
;;;;;;;;;;;;
UF;"Código
IBGE";Entidade;Receita da contribuição de estados e municípios ao Fundeb;Complementação VAAF;Complementação VAAT;Complementação VAAR;Complementação da União Total;Total das receitas previstas;;;;
ES;3202702;ITAGUACU; 12.562.453,74 ; -   ; 86.633,46 ; 1.027.548,14 ; 1.114.181,60 ; 13.676.635,34 ;;;;
ES;3202801;ITAPEMIRIM; 65.630.987,66 ; -   ; -   ; 2.589.371,70 ; 2.589.371,70 ; 68.220.359,36 ;;;;
ES;3202900;ITARANA; 10.127.583,39 ; -   ; 1.452.551,61 ; 915.200,48 ; 2.367.752,09 ; 12.495.335,48 ;;;;
ES;3203007;IUNA; 27.263.658,74 ; -   ; -   ; 2.267.967,38 ; 2.267.967,38 ; 29.531.626,12 ;;;;
ES;3203056;JAGUARE; 53.107.929,51 ; -   ; 13.883.143,49 ; 4.132.925,19 ; 18.016.068,68 ; 71.123.998,19 ;;;;
ES;3203106;JERONIMO MONTEIRO; 11.990.936,30 ; -   ; -   ; 1.028.367,87 ; 1.028.367,87 ; 13.019.304,17 ;;;;
ES;3203130;JOAO NEIVA; 16.689.546,74 ; -   ; -   ; -   ; -   ; 16.689.546,74 ;;;;
ES;3203163;LARANJA DA TERRA; 14.438.769,79 ; -   ; 4.274.576,47 ; -   ; 4.274.576,47 ; 18.713.346,26 ;;;;
ES;3203205;LINHARES; 224.853.019,49 ; -   ; 6.463.534,57 ; 19.258.361,56 ; 25.721.896,13 ; 250.574.915,62 ;;;;
ES;3203304;MANTENOPOLIS; 13.658.335,08 ; -   ; 1.363.082,96 ; 1.232.432,51 ; 2.595.515,47 ; 16.253.850,55 ;;;;
ES;3203320;MARATAIZES; 72.992.945,03 ; -   ; 6.772.067,11 ; -   ; 6.772.067,11 ; 79.765.012,14 ;;;;
ES;3203346;MARECHAL FLORIANO; 24.405.885,87 ; -   ; 5.384.972,91 ; -   ; 5.384.972,91 ; 29.790.858,78 ;;;;
ES;3203353;MARILANDIA; 13.866.131,57 ; -   ; 1.572.607,02 ; -   ; 1.572.607,02 ; 15.438.738,59 ;;;;
ES;3203403;MIMOSO DO SUL; 21.812.431,60 ; -   ; -   ; -   ; -   ; 21.812.431,60 ;;;;
ES;3203502;MONTANHA; 26.615.678,60 ; -   ; 4.768.121,59 ; 1.033.484,75 ; 5.801.606,34 ; 32.417.284,94 ;;;;
ES;3203601;MUCURICI; 7.401.883,79 ; -   ; 83.562,55 ; -   ; 83.562,55 ; 7.485.446,34 ;;;;
ES;3203700;MUNIZ FREIRE; 23.358.738,55 ; -   ; 4.129.456,45 ; 1.869.222,29 ; 5.998.678,74 ; 29.357.417,29 ;;;;
ES;3203809;MUQUI; 13.348.439,51 ; -   ; 533.850,50 ; -   ; 533.850,50 ; 13.882.290,01 ;;;;
ES;3203908;NOVA VENECIA; 63.787.096,75 ; -   ; 6.267.127,96 ; 5.525.828,61 ; 11.792.956,57 ; 75.580.053,32 ;;;;
ES;3204005;PANCAS; 21.478.436,58 ; -   ; 6.321.856,63 ; -   ; 6.321.856,63 ; 27.800.293,21 ;;;;
ES;3204054;PEDRO CANARIO; 25.165.322,50 ; -   ; 635.287,27 ; 2.058.447,48 ; 2.693.734,75 ; 27.859.057,25 ;;;;
ES;3204104;PINHEIROS; 35.457.027,16 ; -   ; 6.358.733,73 ; 2.666.369,49 ; 9.025.103,22 ; 44.482.130,38 ;;;;
ES;3204203;PIUMA; 38.763.346,73 ; -   ; 7.358.214,85 ; 3.209.494,30 ; 10.567.709,15 ; 49.331.055,88 ;;;;
ES;3204252;PONTO BELO; 8.031.632,83 ; -   ; 1.135.355,18 ; 670.898,42 ; 1.806.253,60 ; 9.837.886,43 ;;;;
ES;3204302;PRESIDENTE KENNEDY; 30.904.984,92 ; -   ; -   ; -   ; -   ; 30.904.984,92 ;;;;
ES;3204351;RIO BANANAL; 31.649.839,78 ; -   ; 3.222.747,67 ; -   ; 3.222.747,67 ; 34.872.587,45 ;;;;
ES;3204401;RIO NOVO DO SUL; 11.610.048,97 ; -   ; 1.199.668,21 ; 992.828,87 ; 2.192.497,08 ; 13.802.546,05 ;;;;
ES;3204500;SANTA LEOPOLDINA; 12.899.540,03 ; -   ; 196.889,37 ; 993.932,39 ; 1.190.821,76 ; 14.090.361,79 ;;;;
ES;3204559;SANTA MARIA DE JETIBA; 40.896.114,70 ; -   ; 4.485.727,92 ; 3.258.639,62 ; 7.744.367,54 ; 48.640.482,24 ;;;;
ES;3204609;SANTA TERESA; 24.735.071,77 ; -   ; -   ; 2.182.730,72 ; 2.182.730,72 ; 26.917.802,49 ;;;;
ES;3204658;SAO DOMINGOS DO NORTE; 13.183.853,17 ; -   ; 1.682.976,78 ; 1.003.100,83 ; 2.686.077,61 ; 15.869.930,78 ;;;;
ES;3204708;SAO GABRIEL DA PALHA; 36.923.691,75 ; -   ; 5.919.201,23 ; 1.536.727,43 ; 7.455.928,66 ; 44.379.620,41 ;;;;
ES;3204807;SAO JOSE DO CALCADO; 17.374.703,62 ; -   ; 5.229.390,30 ; -   ; 5.229.390,30 ; 22.604.093,92 ;;;;
ES;3204906;SAO MATEUS; 141.894.080,08 ; -   ; 4.623.357,90 ; -   ; 4.623.357,90 ; 146.517.437,98 ;;;;
ES;3204955;SAO ROQUE DO CANAA; 12.764.750,46 ; -   ; 4.348.233,80 ; 1.160.363,88 ; 5.508.597,68 ; 18.273.348,14 ;;;;
ES;3205002;SERRA; 547.219.092,17 ; -   ; -   ; -   ; -   ; 547.219.092,17 ;;;;
ES;3205010;SOORETAMA; 47.365.354,57 ; -   ; 8.123.081,03 ; -   ; 8.123.081,03 ; 55.488.435,60 ;;;;
ES;3205036;VARGEM ALTA; 22.977.876,64 ; -   ; -   ; -   ; -   ; 22.977.876,64 ;;;;
ES;3205069;VENDA NOVA DO IMIGRANTE; 26.842.571,32 ; -   ; 9.195.380,50 ; 2.326.123,38 ; 11.521.503,88 ; 38.364.075,20 ;;;;
ES;3205101;VIANA; 118.342.561,03 ; -   ; 9.790.584,11 ; -   ; 9.790.584,11 ; 128.133.145,14 ;;;;
ES;3205150;VILA PAVAO; 14.029.228,79 ; -   ; 4.593.536,86 ; 494.600,65 ; 5.088.137,51 ; 19.117.366,30 ;;;;
ES;3205176;VILA VALERIO; 22.852.702,08 ; -   ; 5.220.151,84 ; -   ; 5.220.151,84 ; 28.072.853,92 ;;;;
ES;3205200;VILA VELHA; 451.148.492,63 ; -   ; -   ; -   ; -   ; 451.148.492,63 ;;;;
ES;3205309;VITORIA; 345.150.112,25 ; -   ; -   ; 28.604.706,32 ; 28.604.706,32 ; 373.754.818,57 ;;;;
ES;32;GOVERNO DO ESTADO; 2.117.907.082,75 ; -   ; -   ; -   ; -   ; 2.117.907.082,75 ;;;;
GO;5200050;ABADIA DE GOIAS; 28.849.577,62 ; -   ; 8.421.122,58 ; 2.429.905,63 ; 10.851.028,21 ; 39.700.605,83 ;;;;
GO;5200100;ABADIANIA; 8.950.215,81 ; -   ; -   ; -   ; -   ; 8.950.215,81 ;;;;
GO;5200134;ACREUNA; 16.285.886,21 ; -   ; -   ; -   ; -   ; 16.285.886,21 ;;;;
GO;5200159;ADELANDIA; 1.870.440,54 ; -   ; -   ; -   ; -   ; 1.870.440,54 ;;;;
GO;5200175;AGUA FRIA DE GOIAS; 4.913.186,91 ; -   ; -   ; -   ; -   ; 4.913.186,91 ;;;;
GO;5200209;AGUA LIMPA; 1.710.294,60 ; -   ; -   ; 79.517,18 ; 79.517,18 ; 1.789.811,78 ;;;;
GO;5200258;AGUAS LINDAS DE GOIAS; 195.192.212,89 ; -   ; 62.409.484,08 ; -   ; 62.409.484,08 ; 257.601.696,97 ;;;;
GO;5200308;ALEXANIA; 28.867.299,16 ; -   ; -   ; 2.451.748,51 ; 2.451.748,51 ; 31.319.047,67 ;;;;
GO;5200506;ALOANDIA; 811.797,37 ; -   ; -   ; 41.161,60 ; 41.161,60 ; 852.958,97 ;;;;
GO;5200555;ALTO HORIZONTE; 10.752.788,00 ; -   ; -   ; -   ; -   ; 10.752.788,00 ;;;;
GO;5200605;ALTO PARAISO DE GOIAS; 9.076.877,55 ; -   ; -   ; 793.032,28 ; 793.032,28 ; 9.869.909,83 ;;;;
GO;5200803;ALVORADA DO NORTE; 9.461.880,46 ; -   ; -   ; -   ; -   ; 9.461.880,46 ;;;;
GO;5200829;AMARALINA; 2.364.671,48 ; -   ; -   ; 205.964,43 ; 205.964,43 ; 2.570.635,91 ;;;;
GO;5200852;AMERICANO DO BRASIL; 4.047.277,24 ; -   ; -   ; -   ; -   ; 4.047.277,24 ;;;;
GO;5200902;AMORINOPOLIS; 2.037.247,81 ; -   ; -   ; -   ; -   ; 2.037.247,81 ;;;;
GO;5201108;ANAPOLIS; 300.890.817,79 ; -   ; -   ; -   ; -   ; 300.890.817,79 ;;;;
GO;5201207;ANHANGUERA; 977.018,12 ; -   ; -   ; 35.928,57 ; 35.928,57 ; 1.012.946,69 ;;;;
GO;5201306;ANICUNS; 11.647.931,86 ; -   ; -   ; 1.146.853,70 ; 1.146.853,70 ; 12.794.785,56 ;;;;
GO;5201405;APARECIDA DE GOIANIA; 407.266.841,43 ; -   ; -   ; 34.650.605,40 ; 34.650.605,40 ; 441.917.446,83 ;;;;
GO;5201454;APARECIDA DO RIO DOCE; 4.268.708,64 ; -   ; -   ; 196.857,95 ; 196.857,95 ; 4.465.566,59 ;;;;
GO;5201504;APORE; 5.763.652,32 ; -   ; -   ; -   ; -   ; 5.763.652,32 ;;;;
GO;5201603;ARACU; 2.350.043,65 ; -   ; -   ; 110.675,21 ; 110.675,21 ; 2.460.718,86 ;;;;
GO;5201702;ARAGARCAS; 16.786.226,86 ; -   ; 1.106.922,81 ; 756.817,17 ; 1.863.739,98 ; 18.649.966,84 ;;;;
GO;5201801;ARAGOIANIA; 10.919.165,28 ; -   ; -   ; 1.002.612,73 ; 1.002.612,73 ; 11.921.778,01 ;;;;
GO;5202155;ARAGUAPAZ; 6.486.018,70 ; -   ; -   ; -   ; -   ; 6.486.018,70 ;;;;
GO;5202353;ARENOPOLIS; 3.189.037,42 ; -   ; -   ; -   ; -   ; 3.189.037,42 ;;;;
GO;5202502;ARUANA; 9.607.162,36 ; -   ; -   ; 370.293,50 ; 370.293,50 ; 9.977.455,86 ;;;;
GO;5202601;AURILANDIA; 1.873.601,86 ; -   ; -   ; -   ; -   ; 1.873.601,86 ;;;;
GO;5202809;AVELINOPOLIS; 4.056.654,74 ; -   ; 373.455,71 ; 152.558,48 ; 526.014,19 ; 4.582.668,93 ;;;;
GO;5203104;BALIZA; 2.537.377,52 ; -   ; -   ; -   ; -   ; 2.537.377,52 ;;;;
GO;5203203;BARRO ALTO; 15.167.906,68 ; -   ; -   ; -   ; -   ; 15.167.906,68 ;;;;
GO;5203302;BELA VISTA DE GOIAS; 23.548.208,83 ; -   ; -   ; -   ; -   ; 23.548.208,83 ;;;;
GO;5203401;BOM JARDIM DE GOIAS; 4.588.913,10 ; -   ; -   ; -   ; -   ; 4.588.913,10 ;;;;
GO;5203500;BOM JESUS DE GOIAS; 23.169.121,49 ; -   ; -   ; -   ; -   ; 23.169.121,49 ;;;;
GO;5203559;BONFINOPOLIS; 9.602.400,36 ; -   ; 315.313,45 ; 895.396,76 ; 1.210.710,21 ; 10.813.110,57 ;;;;
GO;5203575;BONOPOLIS; 2.451.060,46 ; -   ; -   ; -   ; -   ; 2.451.060,46 ;;;;
GO;5203609;BRAZABRANTES; 2.631.331,39 ; -   ; -   ; -   ; -   ; 2.631.331,39 ;;;;
GO;5203807;BRITANIA; 5.896.256,95 ; -   ; -   ; 618.707,34 ; 618.707,34 ; 6.514.964,29 ;;;;
GO;5203906;BURITI ALEGRE; 9.893.032,33 ; -   ; 1.113.450,70 ; -   ; 1.113.450,70 ; 11.006.483,03 ;;;;
GO;5203939;BURITI DE GOIAS; 3.445.188,37 ; -   ; 73.186,99 ; 289.723,78 ; 362.910,77 ; 3.808.099,14 ;;;;
GO;5203962;BURITINOPOLIS; 3.699.260,05 ; -   ; -   ; -   ; -   ; 3.699.260,05 ;;;;
GO;5204003;CABECEIRAS; 6.975.621,83 ; -   ; -   ; 616.362,10 ; 616.362,10 ; 7.591.983,93 ;;;;
GO;5204102;CACHOEIRA ALTA; 8.772.775,51 ; -   ; -   ; -   ; -   ; 8.772.775,51 ;;;;
GO;5204201;CACHOEIRA DE GOIAS; 827.622,83 ; -   ; -   ; -   ; -   ; 827.622,83 ;;;;
GO;5204250;CACHOEIRA DOURADA; 9.783.381,08 ; -   ; -   ; 611.436,16 ; 611.436,16 ; 10.394.817,24 ;;;;
GO;5204300;CACU; 12.432.425,31 ; -   ; -   ; 1.148.458,58 ; 1.148.458,58 ; 13.580.883,89 ;;;;
GO;5204409;CAIAPONIA; 11.888.608,69 ; -   ; -   ; -   ; -   ; 11.888.608,69 ;;;;
GO;5204508;CALDAS NOVAS; 83.290.271,41 ; -   ; -   ; 7.774.599,40 ; 7.774.599,40 ; 91.064.870,81 ;;;;
GO;5204557;CALDAZINHA; 4.014.051,50 ; -   ; -   ; 388.240,37 ; 388.240,37 ; 4.402.291,87 ;;;;
GO;5204607;CAMPESTRE DE GOIAS; 4.250.701,53 ; -   ; -   ; 431.714,48 ; 431.714,48 ; 4.682.416,01 ;;;;
GO;5204656;CAMPINACU; 4.425.260,27 ; -   ; -   ; 383.034,84 ; 383.034,84 ; 4.808.295,11 ;;;;
GO;5204706;CAMPINORTE; 12.034.377,88 ; -   ; 751.142,62 ; 963.955,33 ; 1.715.097,95 ; 13.749.475,83 ;;;;
GO;5204805;CAMPO ALEGRE DE GOIAS; 6.430.276,84 ; -   ; -   ; -   ; -   ; 6.430.276,84 ;;;;
GO;5204854;CAMPO LIMPO DE GOIAS; 9.741.553,62 ; -   ; 3.317.312,28 ; 854.764,01 ; 4.172.076,29 ; 13.913.629,91 ;;;;
GO;5204904;CAMPOS BELOS; 20.548.734,65 ; -   ; 2.157.045,55 ; -   ; 2.157.045,55 ; 22.705.780,20 ;;;;
GO;5204953;CAMPOS VERDES; 2.576.782,54 ; -   ; -   ; -   ; -   ; 2.576.782,54 ;;;;
GO;5205000;CARMO DO RIO VERDE; 6.643.220,97 ; -   ; -   ; 577.018,08 ; 577.018,08 ; 7.220.239,05 ;;;;
GO;5205059;CASTELANDIA; 2.868.082,51 ; -   ; -   ; 282.984,66 ; 282.984,66 ; 3.151.067,17 ;;;;
GO;5205109;CATALAO; 68.988.213,36 ; -   ; -   ; 6.478.171,67 ; 6.478.171,67 ; 75.466.385,03 ;;;;
GO;5205208;CATURAI; 3.489.075,17 ; -   ; -   ; -   ; -   ; 3.489.075,17 ;;;;
GO;5205307;CAVALCANTE; 10.774.616,40 ; -   ; 842.377,54 ; 807.251,61 ; 1.649.629,15 ; 12.424.245,55 ;;;;
GO;5205406;CERES; 17.649.971,71 ; -   ; 637.771,24 ; 652.944,59 ; 1.290.715,83 ; 18.940.687,54 ;;;;
GO;5205455;CEZARINA; 6.500.548,40 ; -   ; -   ; 651.008,00 ; 651.008,00 ; 7.151.556,40 ;;;;
GO;5205471;CHAPADAO DO CEU; 24.876.222,64 ; -   ; -   ; -   ; -   ; 24.876.222,64 ;;;;
GO;5205497;CIDADE OCIDENTAL; 108.959.223,13 ; -   ; 20.295.704,18 ; -   ; 20.295.704,18 ; 129.254.927,31 ;;;;
GO;5205513;COCALZINHO DE GOIAS; 21.759.834,85 ; -   ; 896.193,17 ; 2.108.738,91 ; 3.004.932,08 ; 24.764.766,93 ;;;;
GO;5205521;COLINAS DO SUL; 4.255.578,35 ; -   ; -   ; 317.276,64 ; 317.276,64 ; 4.572.854,99 ;;;;
GO;5205703;CORREGO DO OURO; 1.827.201,89 ; -   ; -   ; 186.049,83 ; 186.049,83 ; 2.013.251,72 ;;;;
GO;5205802;CORUMBA DE GOIAS; 5.443.627,93 ; -   ; -   ; 259.713,04 ; 259.713,04 ; 5.703.340,97 ;;;;
GO;5205901;CORUMBAIBA; 9.942.785,32 ; -   ; -   ; 460.528,84 ; 460.528,84 ; 10.403.314,16 ;;;;
GO;5206206;CRISTALINA; 71.764.844,93 ; -   ; -   ; -   ; -   ; 71.764.844,93 ;;;;
GO;5206305;CRISTIANOPOLIS; 5.726.316,26 ; -   ; -   ; 494.409,46 ; 494.409,46 ; 6.220.725,72 ;;;;
GO;5206404;CRIXAS; 11.363.344,32 ; -   ; -   ; -   ; -   ; 11.363.344,32 ;;;;
GO;5206503;CROMINIA; 2.671.310,60 ; -   ; -   ; -   ; -   ; 2.671.310,60 ;;;;
GO;5206602;CUMARI; 2.003.394,22 ; -   ; -   ; 95.018,73 ; 95.018,73 ; 2.098.412,95 ;;;;
GO;5206701;DAMIANOPOLIS; 3.034.965,64 ; -   ; -   ; 305.422,57 ; 305.422,57 ; 3.340.388,21 ;;;;
GO;5206800;DAMOLANDIA; 2.525.957,98 ; -   ; -   ; 278.995,88 ; 278.995,88 ; 2.804.953,86 ;;;;
GO;5206909;DAVINOPOLIS; 1.568.071,85 ; -   ; -   ; -   ; -   ; 1.568.071,85 ;;;;
GO;5207105;DIORAMA; 1.818.055,62 ; -   ; -   ; -   ; -   ; 1.818.055,62 ;;;;
GO;5208301;DIVINOPOLIS DE GOIAS; 4.581.185,75 ; -   ; -   ; -   ; -   ; 4.581.185,75 ;;;;
GO;5207253;DOVERLANDIA; 7.119.907,21 ; -   ; -   ; 308.811,79 ; 308.811,79 ; 7.428.719,00 ;;;;
GO;5207352;EDEALINA; 4.924.178,14 ; -   ; -   ; 438.096,54 ; 438.096,54 ; 5.362.274,68 ;;;;
GO;5207402;EDEIA; 8.563.352,39 ; -   ; -   ; -   ; -   ; 8.563.352,39 ;;;;
GO;5207501;ESTRELA DO NORTE; 3.843.949,06 ; -   ; -   ; 365.931,70 ; 365.931,70 ; 4.209.880,76 ;;;;
GO;5207535;FAINA; 5.273.545,91 ; -   ; -   ; 441.325,19 ; 441.325,19 ; 5.714.871,10 ;;;;
GO;5207600;FAZENDA NOVA; 3.553.417,84 ; -   ; -   ; 170.491,11 ; 170.491,11 ; 3.723.908,95 ;;;;
GO;5207808;FIRMINOPOLIS; 5.847.653,95 ; -   ; -   ; -   ; -   ; 5.847.653,95 ;;;;
GO;5207907;FLORES DE GOIAS; 11.561.263,00 ; -   ; 109.012,28 ; 876.942,20 ; 985.954,48 ; 12.547.217,48 ;;;;
GO;5208004;FORMOSA; 103.065.621,43 ; -   ; -   ; 8.949.079,59 ; 8.949.079,59 ; 112.014.701,02 ;;;;
GO;5208103;FORMOSO; 2.759.353,64 ; -   ; -   ; -   ; -   ; 2.759.353,64 ;;;;
GO;5208152;GAMELEIRA DE GOIAS; 5.970.823,15 ; -   ; 138.939,80 ; 532.067,61 ; 671.007,41 ; 6.641.830,56 ;;;;
GO;5208400;GOIANAPOLIS; 12.519.531,12 ; -   ; 853.107,72 ; 1.156.083,74 ; 2.009.191,46 ; 14.528.722,58 ;;;;
GO;5208509;GOIANDIRA; 4.596.476,57 ; -   ; -   ; -   ; -   ; 4.596.476,57 ;;;;
GO;5208608;GOIANESIA; 69.079.904,67 ; -   ; 9.252.456,76 ; 6.287.323,64 ; 15.539.780,40 ; 84.619.685,07 ;;;;
GO;5208707;GOIANIA; 888.083.368,02 ; -   ; -   ; 40.572.698,97 ; 40.572.698,97 ; 928.656.066,99 ;;;;
GO;5208806;GOIANIRA; 67.720.387,40 ; -   ; 14.466.624,18 ; 6.549.286,74 ; 21.015.910,92 ; 88.736.298,32 ;;;;
GO;5208905;GOIAS; 15.011.240,21 ; -   ; -   ; -   ; -   ; 15.011.240,21 ;;;;
GO;5209101;GOIATUBA; 25.463.862,28 ; -   ; -   ; 2.348.346,26 ; 2.348.346,26 ; 27.812.208,54 ;;;;
GO;5209150;GOUVELANDIA; 5.212.531,40 ; -   ; -   ; 480.480,35 ; 480.480,35 ; 5.693.011,75 ;;;;
GO;5209200;GUAPO; 17.716.327,20 ; -   ; 847.072,04 ; 1.619.695,83 ; 2.466.767,87 ; 20.183.095,07 ;;;;
GO;5209291;GUARAITA; 1.334.298,50 ; -   ; -   ; 136.814,39 ; 136.814,39 ; 1.471.112,89 ;;;;
GO;5209408;GUARANI DE GOIAS; 3.318.557,24 ; -   ; -   ; 304.690,58 ; 304.690,58 ; 3.623.247,82 ;;;;
GO;5209457;GUARINOS; 1.108.810,85 ; -   ; -   ; 107.670,52 ; 107.670,52 ; 1.216.481,37 ;;;;
GO;5209606;HEITORAI; 2.413.251,47 ; -   ; -   ; 252.752,50 ; 252.752,50 ; 2.666.003,97 ;;;;
GO;5209705;HIDROLANDIA; 34.529.320,24 ; -   ; 2.894.506,75 ; 1.450.766,40 ; 4.345.273,15 ; 38.874.593,39 ;;;;
GO;5209804;HIDROLINA; 2.443.364,85 ; -   ; -   ; -   ; -   ; 2.443.364,85 ;;;;
GO;5209903;IACIARA; 10.178.372,15 ; -   ; -   ; -   ; -   ; 10.178.372,15 ;;;;
GO;5209937;INACIOLANDIA; 7.135.280,47 ; -   ; -   ; -   ; -   ; 7.135.280,47 ;;;;
GO;5209952;INDIARA; 17.996.169,14 ; -   ; -   ; -   ; -   ; 17.996.169,14 ;;;;
GO;5210000;INHUMAS; 37.745.738,19 ; -   ; -   ; 3.462.996,69 ; 3.462.996,69 ; 41.208.734,88 ;;;;
GO;5210109;IPAMERI; 24.795.010,83 ; -   ; -   ; 2.216.444,35 ; 2.216.444,35 ; 27.011.455,18 ;;;;
GO;5210158;IPIRANGA DE GOIAS; 2.393.106,15 ; -   ; -   ; -   ; -   ; 2.393.106,15 ;;;;
GO;5210208;IPORA; 27.289.211,44 ; -   ; 547.420,65 ; 2.687.396,33 ; 3.234.816,98 ; 30.524.028,42 ;;;;
GO;5210307;ISRAELANDIA; 1.308.442,07 ; -   ; -   ; -   ; -   ; 1.308.442,07 ;;;;
GO;5210406;ITABERAI; 53.910.855,37 ; -   ; 10.259.531,18 ; -   ; 10.259.531,18 ; 64.170.386,55 ;;;;
GO;5210562;ITAGUARI; 4.155.361,11 ; -   ; -   ; -   ; -   ; 4.155.361,11 ;;;;
GO;5210604;ITAGUARU; 2.734.379,98 ; -   ; -   ; 284.011,14 ; 284.011,14 ; 3.018.391,12 ;;;;
GO;5210802;ITAJA; 3.759.906,80 ; -   ; -   ; -   ; -   ; 3.759.906,80 ;;;;
GO;5210901;ITAPACI; 20.432.197,96 ; -   ; 1.067.946,48 ; -   ; 1.067.946,48 ; 21.500.144,44 ;;;;
GO;5211008;ITAPIRAPUA; 5.005.488,73 ; -   ; -   ; -   ; -   ; 5.005.488,73 ;;;;
GO;5211206;ITAPURANGA; 15.689.263,48 ; -   ; -   ; 1.497.766,81 ; 1.497.766,81 ; 17.187.030,29 ;;;;
GO;5211305;ITARUMA; 5.343.463,70 ; -   ; -   ; 520.452,56 ; 520.452,56 ; 5.863.916,26 ;;;;
GO;5211404;ITAUCU; 7.218.434,83 ; -   ; -   ; 583.848,30 ; 583.848,30 ; 7.802.283,13 ;;;;
GO;5211503;ITUMBIARA; 117.985.531,00 ; -   ; -   ; -   ; -   ; 117.985.531,00 ;;;;
GO;5211602;IVOLANDIA; 1.494.508,74 ; -   ; -   ; -   ; -   ; 1.494.508,74 ;;;;
GO;5211701;JANDAIA; 4.734.510,18 ; -   ; -   ; -   ; -   ; 4.734.510,18 ;;;;
GO;5211800;JARAGUA; 35.812.794,65 ; -   ; 877.401,39 ; 1.643.876,99 ; 2.521.278,38 ; 38.334.073,03 ;;;;
GO;5211909;JATAI; 87.338.556,99 ; -   ; -   ; -   ; -   ; 87.338.556,99 ;;;;
GO;5212006;JAUPACI; 1.939.593,05 ; -   ; -   ; -   ; -   ; 1.939.593,05 ;;;;
GO;5212055;JESUPOLIS; 1.846.912,06 ; -   ; -   ; 193.561,67 ; 193.561,67 ; 2.040.473,73 ;;;;
GO;5212105;JOVIANIA; 7.982.741,91 ; -   ; -   ; -   ; -   ; 7.982.741,91 ;;;;
GO;5212204;JUSSARA; 14.300.686,85 ; -   ; -   ; 1.321.865,73 ; 1.321.865,73 ; 15.622.552,58 ;;;;
GO;5212253;LAGOA SANTA; 1.985.062,42 ; -   ; -   ; 153.600,84 ; 153.600,84 ; 2.138.663,26 ;;;;
GO;5212303;LEOPOLDO DE BULHOES; 7.441.644,63 ; -   ; -   ; 646.651,24 ; 646.651,24 ; 8.088.295,87 ;;;;
GO;5212501;LUZIANIA; 187.170.858,55 ; -   ; 44.832.387,15 ; -   ; 44.832.387,15 ; 232.003.245,70 ;;;;
GO;5212600;MAIRIPOTABA; 1.973.332,65 ; -   ; -   ; -   ; -   ; 1.973.332,65 ;;;;
GO;5212709;MAMBAI; 7.602.214,23 ; -   ; 556.023,47 ; 768.600,26 ; 1.324.623,73 ; 8.926.837,96 ;;;;
GO;5212808;MARA ROSA; 11.128.132,06 ; -   ; -   ; 894.524,49 ; 894.524,49 ; 12.022.656,55 ;;;;
GO;5212907;MARZAGAO; 2.538.082,39 ; -   ; -   ; 120.164,57 ; 120.164,57 ; 2.658.246,96 ;;;;
GO;5212956;MATRINCHA; 3.659.795,48 ; -   ; -   ; 340.585,42 ; 340.585,42 ; 4.000.380,90 ;;;;
GO;5213004;MAURILANDIA; 10.057.593,08 ; -   ; 119.713,95 ; 995.501,03 ; 1.115.214,98 ; 11.172.808,06 ;;;;
GO;5213053;MIMOSO DE GOIAS; 2.019.648,02 ; -   ; -   ; 201.924,86 ; 201.924,86 ; 2.221.572,88 ;;;;
GO;5213087;MINACU; 28.370.880,19 ; -   ; -   ; 2.396.772,39 ; 2.396.772,39 ; 30.767.652,58 ;;;;
GO;5213103;MINEIROS; 63.355.873,79 ; -   ; -   ; -   ; -   ; 63.355.873,79 ;;;;
GO;5213400;MOIPORA; 1.016.674,49 ; -   ; -   ; 47.295,64 ; 47.295,64 ; 1.063.970,13 ;;;;
GO;5213509;MONTE ALEGRE DE GOIAS; 5.511.135,58 ; -   ; -   ; 484.348,80 ; 484.348,80 ; 5.995.484,38 ;;;;
GO;5213707;MONTES CLAROS DE GOIAS; 6.178.311,05 ; -   ; -   ; 588.868,99 ; 588.868,99 ; 6.767.180,04 ;;;;
GO;5213756;MONTIVIDIU; 15.337.817,86 ; -   ; -   ; 1.421.100,72 ; 1.421.100,72 ; 16.758.918,58 ;;;;
GO;5213772;MONTIVIDIU DO NORTE; 3.945.613,60 ; -   ; -   ; 342.102,43 ; 342.102,43 ; 4.287.716,03 ;;;;
GO;5213806;MORRINHOS; 40.589.360,74 ; -   ; -   ; -   ; -   ; 40.589.360,74 ;;;;
GO;5213855;MORRO AGUDO DE GOIAS; 3.360.297,54 ; -   ; -   ; 245.216,80 ; 245.216,80 ; 3.605.514,34 ;;;;
GO;5213905;MOSSAMEDES; 5.864.137,36 ; -   ; 717.567,46 ; 231.720,48 ; 949.287,94 ; 6.813.425,30 ;;;;
GO;5214002;MOZARLANDIA; 14.941.347,96 ; -   ; -   ; 692.624,55 ; 692.624,55 ; 15.633.972,51 ;;;;
GO;5214051;MUNDO NOVO; 5.109.871,30 ; -   ; -   ; 466.247,62 ; 466.247,62 ; 5.576.118,92 ;;;;
GO;5214101;MUTUNOPOLIS; 2.883.807,11 ; -   ; -   ; 137.282,04 ; 137.282,04 ; 3.021.089,15 ;;;;
GO;5214408;NAZARIO; 7.825.638,58 ; -   ; -   ; 360.049,36 ; 360.049,36 ; 8.185.687,94 ;;;;
