ANEXO IV;;;;;;
Portaria Interministerial MEC/MF nº 14, de 29 de dezembro de 2025;;;;;;
Demonstrativo da Distribuição da Complementação da União-VAAT ao Fundeb no Ano de 2026 (art. 16, incisos V a VII da Lei nº 14.113/2020);;;;;;
UF;Ente Federado;Código IBGE; VAAT anterior à Complementação-VAAT (art. 16, IV) (R$) ;" VAAT com a Complementação da União-VAAT
(art. 16, V) (R$) ";" Complementação da União-VAAT
(art. 16, VI) (R$) ";Indicador de Educação Infantil (IEI) - Percentual da Complementação da União-VAAT vinculado à Educação Infantil (art. 16, VII) (%)
MA;AGUA DOCE DO MARANHAO;2100154; 8.435,69 ; 10.194,38 ; 8.107.037,02 ;56%
MA;ALCANTARA;2100204; 8.195,20 ; 10.194,38 ; 10.809.008,70 ;53%
MA;ALDEIAS ALTAS;2100303; 8.949,48 ; 10.194,38 ; 12.742.777,50 ;50%
MA;ALTAMIRA DO MARANHAO;2100402; 10.163,16 ; 10.194,38 ; 74.429,64 ;49%
MA;ALTO ALEGRE DO MARANHAO;2100436; 8.195,89 ; 10.194,38 ; 14.417.931,66 ;52%
MA;ALTO ALEGRE DO PINDARE;2100477; 7.182,90 ; 10.194,38 ; 34.777.794,52 ;46%
MA;ALTO PARNAIBA;2100501; 7.119,38 ; 10.194,38 ; 10.030.180,23 ;49%
MA;AMAPA DO MARANHAO;2100550; 8.362,34 ; 10.194,38 ; 6.677.064,06 ;49%
MA;AMARANTE DO MARANHAO;2100600; 6.884,69 ; 10.194,38 ; 39.077.214,93 ;53%
MA;ANAJATUBA;2100709; 7.807,45 ; 10.194,38 ; 16.955.886,53 ;51%
MA;ANAPURUS;2100808; 7.539,54 ; 10.194,38 ; 15.594.386,90 ;46%
MA;APICUM-ACU;2100832; 6.985,90 ; 10.194,38 ; 20.550.594,22 ;55%
MA;ARAGUANA;2100873; 8.088,85 ; 10.194,38 ; 11.448.322,86 ;40%
MA;ARAIOSES;2100907; 7.456,45 ; 10.194,38 ; 33.188.304,13 ;56%
MA;ARAME;2100956; 7.972,51 ; 10.194,38 ; 15.845.241,66 ;54%
MA;ARARI;2101004; 7.645,72 ; 10.194,38 ; 20.805.344,31 ;52%
MA;AXIXA;2101103; 6.405,06 ; 10.194,38 ; 16.147.108,29 ;51%
MA;BACABAL;2101202; 7.384,76 ; 10.194,38 ; 79.131.609,38 ;50%
MA;BACABEIRA;2101251; 6.862,27 ; 10.194,38 ; 20.410.814,40 ;53%
MA;BACURI;2101301; 8.232,79 ; 10.194,38 ; 13.941.360,97 ;46%
MA;BACURITUBA;2101350; 7.458,04 ; 10.194,38 ; 5.627.457,41 ;44%
MA;BALSAS;2101400; 8.834,87 ; 10.194,38 ; 29.959.798,81 ;58%
MA;BARAO DE GRAJAU;2101509; 6.914,49 ; 10.194,38 ; 15.557.916,86 ;55%
MA;BARRA DO CORDA;2101608; 7.443,99 ; 10.194,38 ; 66.379.292,00 ;54%
MA;BARREIRINHAS;2101707; 7.388,03 ; 10.194,38 ; 60.679.685,89 ;57%
MA;BELA VISTA DO MARANHAO;2101772; 8.430,79 ; 10.194,38 ; 10.235.202,43 ;38%
MA;BELAGUA;2101731; 7.803,35 ; 10.194,38 ; 13.483.094,54 ;50%
MA;BENEDITO LEITE;2101806; 6.156,20 ; 10.194,38 ; 7.433.062,40 ;46%
MA;BEQUIMAO;2101905; 8.511,59 ; 10.194,38 ; 6.861.014,93 ;60%
MA;BERNARDO DO MEARIM;2101939; 10.237,85 ; 10.237,85 ; -   ;0%
MA;BOA VISTA DO GURUPI;2101970; 7.627,25 ; 10.194,38 ; 9.295.365,64 ;41%
MA;BOM JARDIM;2102002; 7.854,88 ; 10.194,38 ; 32.147.113,00 ;46%
MA;BOM JESUS DAS SELVAS;2102036; 7.639,53 ; 10.194,38 ; 26.242.345,22 ;54%
MA;BOM LUGAR;2102077; 7.420,49 ; 10.194,38 ; 11.222.080,17 ;51%
MA;BREJO;2102101; 8.283,13 ; 10.194,38 ; 22.410.917,96 ;51%
MA;BREJO DE AREIA;2102150; 6.140,96 ; 10.194,38 ; 14.424.276,38 ;45%
MA;BURITI;2102200; 7.527,74 ; 10.194,38 ; 33.193.541,74 ;49%
MA;BURITI BRAVO;2102309; 7.326,50 ; 10.194,38 ; 19.977.114,37 ;53%
MA;BURITICUPU;2102325; 8.356,10 ; 10.194,38 ; 31.722.889,99 ;50%
MA;BURITIRANA;2102358; 8.276,98 ; 10.194,38 ; 7.733.444,55 ;56%
MA;CACHOEIRA GRANDE;2102374; 7.741,39 ; 10.194,38 ; 9.678.651,97 ;54%
MA;CAJAPIO;2102408; 8.674,32 ; 10.194,38 ; 3.930.112,62 ;55%
MA;CAJARI;2102507; 7.405,81 ; 10.194,38 ; 17.896.655,93 ;58%
MA;CAMPESTRE DO MARANHAO;2102556; 8.951,17 ; 10.194,38 ; 3.847.649,85 ;54%
MA;CANDIDO MENDES;2102606; 7.317,08 ; 10.194,38 ; 27.716.413,10 ;44%
MA;CANTANHEDE;2102705; 6.523,86 ; 10.194,38 ; 34.472.713,23 ;41%
MA;CAPINZAL DO NORTE;2102754; 9.300,53 ; 10.194,38 ; 2.908.135,91 ;53%
MA;CAROLINA;2102804; 12.167,91 ; 12.167,91 ; -   ;0%
MA;CARUTAPERA;2102903; 7.537,44 ; 10.194,38 ; 22.821.212,72 ;54%
MA;CAXIAS;2103000; 8.497,01 ; 10.194,38 ; 62.727.908,13 ;57%
MA;CEDRAL;2103109; 7.253,98 ; 10.194,38 ; 9.843.332,03 ;50%
MA;CENTRAL DO MARANHAO;2103125; 8.039,00 ; 10.194,38 ; 6.542.032,92 ;51%
MA;CENTRO DO GUILHERME;2103158; 7.861,59 ; 10.194,38 ; 20.061.330,40 ;42%
MA;CENTRO NOVO DO MARANHAO;2103174; 7.706,04 ; 10.194,38 ; 22.433.965,60 ;43%
MA;CHAPADINHA;2103208; 8.366,28 ; 10.194,38 ; 42.349.915,06 ;52%
MA;CIDELANDIA;2103257; 8.816,36 ; 10.194,38 ; 5.297.163,63 ;55%
MA;CODO;2103307; 7.992,95 ; 10.194,38 ; 70.673.688,02 ;54%
MA;COELHO NETO;2103406; 9.082,90 ; 10.194,38 ; 13.609.582,08 ;55%
MA;COLINAS;2103505; 7.690,38 ; 10.194,38 ; 29.390.971,42 ;49%
MA;CONCEICAO DO LAGO-ACU;2103554; 7.552,30 ; 10.194,38 ; 20.214.492,04 ;51%
MA;COROATA;2103604; 7.663,19 ; 10.194,38 ; 46.266.912,46 ;53%
MA;CURURUPU;2103703; 7.327,43 ; 10.194,38 ; 25.951.719,17 ;56%
MA;DAVINOPOLIS;2103752; 7.697,36 ; 10.194,38 ; 10.001.024,21 ;55%
MA;DOM PEDRO;2103802; 8.467,92 ; 10.194,38 ; 8.360.708,09 ;52%
MA;DUQUE BACELAR;2103901; 7.657,47 ; 10.194,38 ; 12.325.366,77 ;51%
MA;ESPERANTINOPOLIS;2104008; 7.291,59 ; 10.194,38 ; 17.032.886,82 ;53%
MA;ESTREITO;2104057; 8.597,81 ; 10.194,38 ; 12.809.972,76 ;57%
MA;FEIRA NOVA DO MARANHAO;2104073; 8.163,76 ; 10.194,38 ; 4.401.860,76 ;54%
MA;FERNANDO FALCAO;2104081; 7.428,17 ; 10.194,38 ; 9.013.830,04 ;52%
MA;FORMOSA DA SERRA NEGRA;2104099; 8.600,11 ; 10.194,38 ; 8.304.085,99 ;50%
MA;FORTALEZA DOS NOGUEIRAS;2104107; 7.847,43 ; 10.194,38 ; 9.646.348,44 ;51%
MA;FORTUNA;2104206; 8.562,60 ; 10.194,38 ; 8.826.134,70 ;56%
MA;GODOFREDO VIANA;2104305; 7.610,19 ; 10.194,38 ; 11.464.509,74 ;47%
MA;GONCALVES DIAS;2104404; 6.927,74 ; 10.194,38 ; 15.214.645,86 ;50%
MA;GOVERNADOR ARCHER;2104503; 8.547,62 ; 10.194,38 ; 4.845.769,17 ;52%
MA;GOVERNADOR EDISON LOBAO;2104552; 7.933,18 ; 10.194,38 ; 12.621.510,52 ;55%
MA;GOVERNADOR EUGENIO BARROS;2104602; 7.762,32 ; 10.194,38 ; 10.741.883,17 ;51%
MA;GOVERNADOR LUIZ ROCHA;2104628; 8.466,30 ; 10.194,38 ; 3.763.721,92 ;47%
MA;GOVERNADOR NEWTON BELLO;2104651; 7.002,58 ; 10.194,38 ; 14.665.153,08 ;40%
MA;GOVERNADOR NUNES FREIRE;2104677; 6.357,91 ; 10.194,38 ; 46.270.933,78 ;37%
MA;GRACA ARANHA;2104701; 9.576,90 ; 10.194,38 ; 927.437,23 ;52%
MA;GRAJAU;2104800; 8.902,27 ; 10.194,38 ; 30.003.579,34 ;55%
MA;GUIMARAES;2104909; 8.669,58 ; 10.194,38 ; 4.155.535,42 ;55%
MA;HUMBERTO DE CAMPOS;2105005; 7.537,47 ; 10.194,38 ; 28.573.076,42 ;56%
MA;ICATU;2105104; 8.325,64 ; 10.194,38 ; 13.474.319,10 ;51%
MA;IGARAPE DO MEIO;2105153; 9.573,39 ; 10.194,38 ; 4.140.529,46 ;45%
MA;IGARAPE GRANDE;2105203; 7.575,07 ; 10.194,38 ; 9.656.474,21 ;41%
MA;IMPERATRIZ;2105302; 9.266,91 ; 10.194,38 ; 46.813.044,27 ;52%
MA;ITAIPAVA DO GRAJAU;2105351; 7.950,91 ; 10.194,38 ; 9.982.007,76 ;57%
MA;ITAPECURU MIRIM;2105401; 6.940,68 ; 10.194,38 ; 71.137.257,85 ;55%
MA;ITINGA DO MARANHAO;2105427; 8.531,99 ; 10.194,38 ; 11.403.349,93 ;50%
MA;JATOBA;2105450; 5.668,17 ; 10.194,38 ; 15.301.131,46 ;48%
MA;JENIPAPO DOS VIEIRAS;2105476; 7.085,20 ; 10.194,38 ; 17.094.589,44 ;43%
MA;JOAO LISBOA;2105500; 7.600,17 ; 10.194,38 ; 22.015.140,99 ;52%
MA;JOSELANDIA;2105609; 7.833,20 ; 10.194,38 ; 9.592.568,62 ;57%
MA;JUNCO DO MARANHAO;2105658; 6.915,45 ; 10.194,38 ; 8.484.489,01 ;52%
MA;LAGO DA PEDRA;2105708; 7.573,34 ; 10.194,38 ; 32.068.430,07 ;55%
MA;LAGO DO JUNCO;2105807; 8.299,64 ; 10.194,38 ; 7.433.072,74 ;48%
MA;LAGO DOS RODRIGUES;2105948; 7.214,86 ; 10.194,38 ; 8.925.038,49 ;53%
MA;LAGO VERDE;2105906; 7.651,52 ; 10.194,38 ; 13.237.765,34 ;58%
MA;LAGOA DO MATO;2105922; 7.824,67 ; 10.194,38 ; 6.846.332,02 ;49%
MA;LAGOA GRANDE DO MARANHAO;2105963; 8.259,95 ; 10.194,38 ; 6.842.854,30 ;56%
MA;LAJEADO NOVO;2105989; 7.015,21 ; 10.194,38 ; 9.532.933,54 ;45%
MA;LIMA CAMPOS;2106003; 9.098,22 ; 10.194,38 ; 3.794.056,15 ;52%
MA;LORETO;2106102; 8.233,06 ; 10.194,38 ; 6.486.842,99 ;52%
MA;LUIS DOMINGUES;2106201; 9.163,18 ; 10.194,38 ; 2.338.234,57 ;49%
MA;MAGALHAES DE ALMEIDA;2106300; 10.287,16 ; 10.287,16 ; -   ;0%
MA;MARACACUME;2106326; 7.807,31 ; 10.194,38 ; 18.297.747,60 ;50%
MA;MARAJA DO SENA;2106359; 7.415,20 ; 10.194,38 ; 9.109.187,74 ;44%
MA;Maranhão;21; 9.469,61 ; 10.194,38 ; 401.682.693,99 ;0%
MA;MARANHAOZINHO;2106375; 8.748,05 ; 10.194,38 ; 10.495.959,33 ;32%
MA;MATA ROMA;2106409; 7.024,14 ; 10.194,38 ; 22.991.342,62 ;45%
MA;MATINHA;2106508; 7.266,88 ; 10.194,38 ; 21.962.479,81 ;54%
MA;MATOES;2106607; 7.741,33 ; 10.194,38 ; 27.990.854,45 ;53%
MA;MATOES DO NORTE;2106631; 6.796,79 ; 10.194,38 ; 19.495.239,87 ;32%
MA;MILAGRES DO MARANHAO;2106672; 6.976,16 ; 10.194,38 ; 14.450.090,28 ;32%
MA;MIRADOR;2106706; 8.236,22 ; 10.194,38 ; 10.374.162,63 ;53%
MA;MIRANDA DO NORTE;2106755; 8.004,46 ; 10.194,38 ; 13.674.608,81 ;50%
MA;MIRINZAL;2106805; 8.194,00 ; 10.194,38 ; 8.621.172,66 ;55%
MA;MONCAO;2106904; 7.124,88 ; 10.194,38 ; 34.882.153,64 ;51%
MA;MONTES ALTOS;2107001; 8.067,46 ; 10.194,38 ; 4.864.308,62 ;54%
MA;MORROS;2107100; 7.719,65 ; 10.194,38 ; 17.271.766,47 ;54%
MA;NINA RODRIGUES;2107209; 8.520,86 ; 10.194,38 ; 8.002.955,34 ;50%
MA;NOVA COLINAS;2107258; 8.998,33 ; 10.194,38 ; 1.771.182,55 ;59%
MA;NOVA IORQUE;2107308; 12.102,13 ; 12.102,13 ; -   ;0%
MA;NOVA OLINDA DO MARANHAO;2107357; 7.888,80 ; 10.194,38 ; 15.112.905,38 ;46%
MA;OLHO DAGUA DAS CUNHAS;2107407; 9.235,34 ; 10.194,38 ; 6.051.289,13 ;47%
MA;OLINDA NOVA DO MARANHAO;2107456; 7.830,63 ; 10.194,38 ; 9.476.564,02 ;53%
MA;PACO DO LUMIAR;2107506; 6.173,51 ; 10.194,38 ; 155.449.144,07 ;49%
MA;PALMEIRANDIA;2107605; 8.165,36 ; 10.194,38 ; 10.059.591,77 ;52%
MA;PARAIBANO;2107704; 8.870,67 ; 10.194,38 ; 5.997.216,41 ;53%
MA;PARNARAMA;2107803; 7.286,21 ; 10.194,38 ; 37.063.867,35 ;51%
MA;PASSAGEM FRANCA;2107902; 7.125,51 ; 10.194,38 ; 17.134.806,86 ;53%
MA;PASTOS BONS;2108009; 9.251,05 ; 10.194,38 ; 7.102.641,71 ;40%
MA;PAULINO NEVES;2108058; 8.063,88 ; 10.194,38 ; 14.071.434,83 ;53%
MA;PAULO RAMOS;2108108; 8.194,06 ; 10.194,38 ; 16.141.935,10 ;54%
MA;PEDREIRAS;2108207; 9.455,49 ; 10.194,38 ; 5.119.752,30 ;50%
MA;PEDRO DO ROSARIO;2108256; 8.111,14 ; 10.194,38 ; 23.054.040,46 ;51%
MA;PENALVA;2108306; 7.547,08 ; 10.194,38 ; 30.107.728,59 ;53%
MA;PERI MIRIM;2108405; 8.233,38 ; 10.194,38 ; 6.790.299,96 ;52%
MA;PERITORO;2108454; 7.337,14 ; 10.194,38 ; 25.922.007,83 ;52%
MA;PINDARE MIRIM;2108504; 7.829,95 ; 10.194,38 ; 30.491.048,58 ;54%
MA;PINHEIRO;2108603; 7.111,88 ; 10.194,38 ; 69.691.356,54 ;53%
MA;PIO XII;2108702; 8.816,68 ; 10.194,38 ; 12.108.995,41 ;49%
MA;PIRAPEMAS;2108801; 7.137,04 ; 10.194,38 ; 19.840.864,21 ;41%
MA;POCAO DE PEDRAS;2108900; 8.445,30 ; 10.194,38 ; 9.490.839,02 ;46%
MA;PORTO FRANCO;2109007; 7.918,48 ; 10.194,38 ; 20.745.586,50 ;42%
MA;PORTO RICO DO MARANHAO;2109056; 8.250,12 ; 10.194,38 ; 4.035.740,84 ;53%
MA;PRESIDENTE DUTRA;2109106; 8.104,42 ; 10.194,38 ; 22.711.412,33 ;51%
MA;PRESIDENTE JUSCELINO;2109205; 7.529,54 ; 10.194,38 ; 11.435.588,81 ;56%
MA;PRESIDENTE MEDICI;2109239; 8.962,28 ; 10.194,38 ; 2.497.001,32 ;51%
MA;PRESIDENTE SARNEY;2109270; 8.523,39 ; 10.194,38 ; 13.359.933,84 ;49%
MA;PRESIDENTE VARGAS;2109304; 8.740,85 ; 10.194,38 ; 6.583.680,77 ;44%
MA;PRIMEIRA CRUZ;2109403; 10.517,37 ; 10.517,37 ; -   ;0%
MA;RAPOSA;2109452; 7.573,37 ; 10.194,38 ; 24.394.161,18 ;56%
MA;RIACHAO;2109502; 8.730,00 ; 10.194,38 ; 7.546.657,63 ;56%
MA;RIBAMAR FIQUENE;2109551; 8.399,64 ; 10.194,38 ; 3.645.225,04 ;52%
MA;ROSARIO;2109601; 7.541,78 ; 10.194,38 ; 36.973.011,11 ;51%
MA;SAMBAIBA;2109700; 8.336,98 ; 10.194,38 ; 3.237.223,00 ;58%
MA;SANTA FILOMENA DO MARANHAO;2109759; 8.390,13 ; 10.194,38 ; 3.522.071,73 ;49%
MA;SANTA HELENA;2109809; 7.792,34 ; 10.194,38 ; 38.835.122,77 ;50%
MA;SANTA INES;2109908; 8.796,33 ; 10.194,38 ; 28.243.295,21 ;53%
MA;SANTA LUZIA;2110005; 7.393,57 ; 10.194,38 ; 59.175.962,03 ;50%
MA;SANTA LUZIA DO PARUA;2110039; 7.768,85 ; 10.194,38 ; 17.343.449,85 ;47%
MA;SANTA QUITERIA DO MARANHAO;2110104; 9.282,89 ; 10.194,38 ; 10.325.640,14 ;47%
MA;SANTA RITA;2110203; 6.366,92 ; 10.194,38 ; 52.545.222,62 ;51%
MA;SANTANA DO MARANHAO;2110237; 9.013,48 ; 10.194,38 ; 4.000.799,62 ;51%
MA;SANTO AMARO DO MARANHAO;2110278; 8.526,33 ; 10.194,38 ; 6.554.772,94 ;61%
MA;SANTO ANTONIO DOS LOPES;2110302; 10.487,34 ; 10.487,34 ; -   ;0%
MA;SAO BENEDITO DO RIO PRETO;2110401; 8.471,34 ; 10.194,38 ; 12.259.594,62 ;48%
MA;SAO BENTO;2110500; 8.709,90 ; 10.194,38 ; 17.382.080,51 ;52%
MA;SAO BERNARDO;2110609; 9.743,64 ; 10.194,38 ; 5.539.816,86 ;47%
MA;SAO DOMINGOS DO AZEITAO;2110658; 8.307,94 ; 10.194,38 ; 4.245.898,71 ;51%
MA;SAO DOMINGOS DO MARANHAO;2110708; 8.457,42 ; 10.194,38 ; 16.126.424,03 ;49%
MA;SAO FELIX DE BALSAS;2110807; 7.966,55 ; 10.194,38 ; 2.637.025,08 ;55%
MA;SAO FRANCISCO DO BREJAO;2110856; 8.396,49 ; 10.194,38 ; 4.676.247,23 ;51%
MA;SAO FRANCISCO DO MARANHAO;2110906; 8.390,71 ; 10.194,38 ; 7.245.905,41 ;53%
MA;SAO JOAO BATISTA;2111003; 8.259,90 ; 10.194,38 ; 10.050.725,49 ;54%
MA;SAO JOAO DO CARU;2111029; 7.890,32 ; 10.194,38 ; 10.843.825,60 ;52%
MA;SAO JOAO DO PARAISO;2111052; 7.353,83 ; 10.194,38 ; 10.690.835,70 ;47%
MA;SAO JOAO DO SOTER;2111078; 7.382,93 ; 10.194,38 ; 18.854.558,37 ;50%
MA;SAO JOAO DOS PATOS;2111102; 8.416,32 ; 10.194,38 ; 11.882.879,67 ;51%
MA;SAO JOSE DE RIBAMAR;2111201; 6.726,02 ; 10.194,38 ; 221.209.660,23 ;38%
MA;SAO JOSE DOS BASILIOS;2111250; 7.745,12 ; 10.194,38 ; 5.627.067,19 ;50%
MA;SAO LUIS;2111300; 11.846,22 ; 11.846,22 ; -   ;0%
MA;SAO LUIS GONZAGA DO MARANHAO;2111409; 7.551,71 ; 10.194,38 ; 20.202.581,47 ;52%
MA;SAO MATEUS DO MARANHAO;2111508; 7.409,87 ; 10.194,38 ; 35.343.070,28 ;54%
MA;SAO PEDRO DA AGUA BRANCA;2111532; 9.242,95 ; 10.194,38 ; 3.026.101,98 ;52%
MA;SAO PEDRO DOS CRENTES;2111573; 8.277,46 ; 10.194,38 ; 3.130.489,38 ;54%
MA;SAO RAIMUNDO DAS MANGABEIRAS;2111607; 8.081,10 ; 10.194,38 ; 10.658.800,78 ;55%
MA;SAO RAIMUNDO DO DOCA BEZERRA;2111631; 7.733,57 ; 10.194,38 ; 4.673.721,96 ;53%
MA;SAO ROBERTO;2111672; 8.945,47 ; 10.194,38 ; 2.367.984,34 ;50%
MA;SAO VICENTE FERRER;2111706; 7.702,42 ; 10.194,38 ; 13.918.566,66 ;52%
MA;SATUBINHA;2111722; 9.268,26 ; 10.194,38 ; 3.989.758,24 ;49%
MA;SENADOR ALEXANDRE COSTA;2111748; 7.649,65 ; 10.194,38 ; 9.814.521,64 ;53%
MA;SENADOR LA ROCQUE;2111763; 8.176,31 ; 10.194,38 ; 9.342.488,40 ;49%
MA;SERRANO DO MARANHAO;2111789; 7.663,98 ; 10.194,38 ; 17.622.730,63 ;41%
MA;SITIO NOVO;2111805; 7.613,35 ; 10.194,38 ; 15.709.193,60 ;49%
MA;SUCUPIRA DO NORTE;2111904; 7.680,40 ; 10.194,38 ; 8.620.217,40 ;50%
MA;SUCUPIRA DO RIACHAO;2111953; 9.319,50 ; 10.194,38 ; 1.173.580,04 ;51%
MA;TASSO FRAGOSO;2112001; 9.128,16 ; 10.194,38 ; 2.888.116,43 ;52%
MA;TIMBIRAS;2112100; 8.039,41 ; 10.194,38 ; 16.348.538,20 ;50%
MA;TIMON;2112209; 7.333,29 ; 10.194,38 ; 126.628.337,68 ;54%
MA;TRIZIDELA DO VALE;2112233; 9.281,73 ; 10.194,38 ; 5.411.395,63 ;49%
MA;TUFILANDIA;2112274; 7.597,95 ; 10.194,38 ; 5.981.614,78 ;51%
MA;TUNTUM;2112308; 6.752,36 ; 10.194,38 ; 38.963.560,06 ;48%
MA;TURIACU;2112407; 7.365,28 ; 10.194,38 ; 41.897.887,43 ;48%
MA;TURILANDIA;2112456; 7.597,15 ; 10.194,38 ; 30.153.399,70 ;53%
MA;TUTOIA;2112506; 7.715,16 ; 10.194,38 ; 43.935.683,17 ;53%
MA;URBANO SANTOS;2112605; 7.808,74 ; 10.194,38 ; 30.044.976,86 ;47%
MA;VARGEM GRANDE;2112704; 7.187,58 ; 10.194,38 ; 67.782.961,98 ;42%
MA;VIANA;2112803; 7.420,76 ; 10.194,38 ; 45.305.109,30 ;52%
MA;VILA NOVA DOS MARTIRIOS;2112852; 8.556,18 ; 10.194,38 ; 6.855.494,87 ;42%
MA;VITORIA DO MEARIM;2112902; 8.308,24 ; 10.194,38 ; 15.401.728,22 ;54%
MA;VITORINO FREIRE;2113009; 7.153,69 ; 10.194,38 ; 29.019.430,18 ;50%
MA;ZE DOCA;2114007; 8.084,12 ; 10.194,38 ; 44.024.280,66 ;36%
MG;ABADIA DOS DOURADOS;3100104; 10.997,44 ; 10.997,44 ; -   ;0%
MG;ABAETE;3100203; 9.844,81 ; 10.194,38 ; 919.634,33 ;51%
MG;ABRE CAMPO;3100302; 11.394,18 ; 11.394,18 ; -   ;0%
MG;ACAIACA;3100401; 11.952,26 ; 11.952,26 ; -   ;0%
MG;ACUCENA;3100500; 12.831,21 ; 12.831,21 ; -   ;0%
MG;AGUA BOA;3100609; 12.116,11 ; 12.116,11 ; -   ;0%
MG;AGUA COMPRIDA;3100708; 17.500,73 ; 17.500,73 ; -   ;0%
MG;AGUANIL;3100807; 10.311,27 ; 10.311,27 ; -   ;0%
MG;AGUAS FORMOSAS;3100906; 10.424,87 ; 10.424,87 ; -   ;0%
MG;AGUAS VERMELHAS;3101003; 9.259,46 ; 10.194,38 ; 1.899.235,45 ;49%
MG;AIMORES;3101102; 10.695,91 ; 10.695,91 ; -   ;0%
MG;AIURUOCA;3101201; 12.704,03 ; 12.704,03 ; -   ;0%
MG;ALAGOA;3101300; 14.796,36 ; 14.796,36 ; -   ;0%
MG;ALBERTINA;3101409; 10.423,84 ; 10.423,84 ; -   ;0%
MG;ALEM PARAIBA;3101508; 10.416,97 ; 10.416,97 ; -   ;0%
MG;ALFENAS;3101607; 10.917,30 ; 10.917,30 ; -   ;0%
MG;ALFREDO VASCONCELOS;3101631; 13.515,57 ; 13.515,57 ; -   ;0%
MG;ALMENARA;3101706; 10.044,61 ; 10.194,38 ; 831.410,40 ;52%
MG;ALPERCATA;3101805; 10.136,14 ; 10.194,38 ; 65.005,11 ;49%
MG;ALPINOPOLIS;3101904; 10.734,08 ; 10.734,08 ; -   ;0%
MG;ALTEROSA;3102001; 10.941,62 ; 10.941,62 ; -   ;0%
MG;ALTO CAPARAO;3102050; 10.230,41 ; 10.230,41 ; -   ;0%
MG;ALTO JEQUITIBA;3153509; 9.421,66 ; 10.194,38 ; 757.549,42 ;57%
MG;ALTO RIO DOCE;3102100; 9.804,69 ; 10.194,38 ; 422.622,25 ;52%
MG;ALVARENGA;3102209; 10.907,23 ; 10.907,23 ; -   ;0%
MG;ALVINOPOLIS;3102308; 10.474,61 ; 10.474,61 ; -   ;0%
MG;ALVORADA DE MINAS;3102407; 20.358,89 ; 20.358,89 ; -   ;0%
MG;AMPARO DO SERRA;3102506; 12.436,78 ; 12.436,78 ; -   ;0%
MG;ANDRADAS;3102605; 10.104,33 ; 10.194,38 ; 432.112,96 ;46%
MG;ANDRELANDIA;3102803; 10.363,54 ; 10.363,54 ; -   ;0%
MG;ANGELANDIA;3102852; 9.233,01 ; 10.194,38 ; 1.271.161,31 ;48%
MG;ANTONIO CARLOS;3102902; 9.792,24 ; 10.194,38 ; 426.364,35 ;55%
MG;ANTONIO DIAS;3103009; 17.864,69 ; 17.864,69 ; -   ;0%
MG;ANTONIO PRADO DE MINAS;3103108; 13.672,45 ; 13.672,45 ; -   ;0%
MG;ARACAI;3103207; 12.421,75 ; 12.421,75 ; -   ;0%
MG;ARACITABA;3103306; 17.485,10 ; 17.485,10 ; -   ;0%
MG;ARACUAI;3103405; 10.650,28 ; 10.650,28 ; -   ;0%
MG;ARAGUARI;3103504; 11.583,46 ; 11.583,46 ; -   ;0%
MG;ARANTINA;3103603; 13.226,87 ; 13.226,87 ; -   ;0%
MG;ARAPONGA;3103702; 12.056,67 ; 12.056,67 ; -   ;0%
MG;ARAPORA;3103751; 10.791,84 ; 10.791,84 ; -   ;0%
MG;ARAPUA;3103801; 15.001,79 ; 15.001,79 ; -   ;0%
MG;ARAUJOS;3103900; 9.704,96 ; 10.194,38 ; 675.551,11 ;46%
MG;ARAXA;3104007; 10.543,47 ; 10.543,47 ; -   ;0%
MG;ARCEBURGO;3104106; 12.161,45 ; 12.161,45 ; -   ;0%
MG;ARCOS;3104205; 11.548,75 ; 11.548,75 ; -   ;0%
MG;AREADO;3104304; 11.279,15 ; 11.279,15 ; -   ;0%
MG;ARGIRITA;3104403; 10.593,95 ; 10.593,95 ; -   ;0%
MG;ARICANDUVA;3104452; 10.403,65 ; 10.403,65 ; -   ;0%
MG;ARINOS;3104502; 12.411,46 ; 12.411,46 ; -   ;0%
MG;ASTOLFO DUTRA;3104601; 10.486,02 ; 10.486,02 ; -   ;0%
MG;ATALEIA;3104700; 10.724,73 ; 10.724,73 ; -   ;0%
MG;AUGUSTO DE LIMA;3104809; 11.566,31 ; 11.566,31 ; -   ;0%
MG;BAEPENDI;3104908; 10.428,92 ; 10.428,92 ; -   ;0%
MG;BALDIM;3105004; 11.622,64 ; 11.622,64 ; -   ;0%
MG;BAMBUI;3105103; 11.891,31 ; 11.891,31 ; -   ;0%
MG;BANDEIRA;3105202; 10.926,94 ; 10.926,94 ; -   ;0%
MG;BANDEIRA DO SUL;3105301; 10.075,23 ; 10.194,38 ; 125.797,75 ;42%
MG;BARAO DE COCAIS;3105400; 15.321,94 ; 15.321,94 ; -   ;0%
MG;BARAO DE MONTE ALTO;3105509; 10.798,48 ; 10.798,48 ; -   ;0%
MG;BARBACENA;3105608; 11.508,12 ; 11.508,12 ; -   ;0%
MG;BARRA LONGA;3105707; 14.584,29 ; 14.584,29 ; -   ;0%
MG;BARROSO;3105905; 9.997,91 ; 10.194,38 ; 503.456,27 ;50%
MG;BELA VISTA DE MINAS;3106002; 11.224,01 ; 11.224,01 ; -   ;0%
MG;BELMIRO BRAGA;3106101; 20.950,28 ; 20.950,28 ; -   ;0%
MG;BELO HORIZONTE;3106200; 15.291,64 ; 15.291,64 ; -   ;0%
